日期,浦发银行,上海机场,民生银行,中国石化,中信证券,三一重工,招商银行,保利地产,中国联通,上汽集团,复星医药,恒瑞医药,万华化学,华夏幸福,贵州茅台,山东黄金,海螺水泥,海尔智家,三安光电,海通证券,伊利股份,中国神华,中国国航,兴业银行,中国铁建,中国平安,交通银行,中国中铁,工商银行,中国太保,中国人寿,中国建筑,华泰证券,中国中车,中国石油,中国国旅,建设银行,中国银行,中国重工
2011/01/31,1.2930,0.4900,0.4900,0.6500,0.4000,0.8800,0.9900,0.5000,0.0500,1.1250,0.3900,0.7551,0.5800,0.0200,4.4200,0.6558,0.8900,1.1970,0.7200,0.3300,0.6900,1.4260,0.8500,2.4500,0.1600,1.7100,0.5600,0.2500,0.3800,0.5700,0.8800,0.2200,0.4423,0.1500,0.5500,0.4136,0.4700,0.3100,0.1813
2011/02/28,1.2930,0.6800,0.4900,0.6500,0.4000,0.8800,0.9900,0.5000,0.0500,1.1250,0.3900,0.7551,0.5800,0.0200,4.4200,0.8600,0.8900,1.1970,0.7200,0.3300,0.6900,1.4260,0.8500,2.4500,0.1600,1.7100,0.5600,0.2500,0.3800,0.5700,0.8800,0.2200,0.4423,0.1500,0.5500,0.4136,0.4700,0.3100,0.1813
2011/03/31,1.6040,0.6800,0.6600,0.8160,0.4000,1.1100,0.9900,1.0800,0.0579,1.6110,0.4600,0.9697,0.9200,0.0200,5.3500,0.8600,1.7500,1.5200,0.7200,0.3300,0.6900,1.8700,1.0500,3.2800,0.3400,2.3000,0.7300,0.3500,0.4800,1.0000,1.1900,0.2200,0.4423,0.2100,0.7600,0.4136,0.5600,0.3900,0.1813
2011/04/29,0.4220,0.6800,0.2300,0.2360,1.1400,0.3510,0.4100,0.1500,0.0023,0.4870,0.4600,0.3394,0.2900,-0.0100,2.0000,0.3100,0.6300,0.3960,0.2500,0.1400,0.6900,1.8700,0.1400,0.8700,0.1400,0.7600,0.2400,0.3500,0.1500,0.4000,0.2800,0.0700,0.1200,0.0800,0.2000,0.4136,0.1900,0.1200,0.1813
2011/05/31,0.4220,0.1900,0.2300,0.2360,0.1400,0.3510,0.4100,0.1500,0.0023,0.4870,0.1300,0.3394,0.2900,-0.0100,2.0000,0.3100,0.6300,0.3960,0.2500,0.1400,0.1800,0.5260,0.1400,0.8700,0.1400,0.7600,0.2400,0.0800,0.1500,0.4000,0.2800,0.0700,0.1200,0.0800,0.2000,0.1326,0.1900,0.1200,0.1400
2011/06/30,0.4220,0.1900,0.2300,0.2360,0.1400,0.3510,0.4100,0.1500,0.0023,0.4870,0.1300,0.3394,0.2900,-0.0100,2.0000,0.3100,0.6300,0.3960,0.2500,0.1400,0.1800,0.5260,0.1400,0.8700,0.1400,0.7600,0.2400,0.0800,0.1500,0.4000,0.2800,0.0700,0.1200,0.0800,0.2000,0.1326,0.1900,0.1200,0.1400
2011/07/29,0.4220,0.1900,0.2300,0.2360,0.1400,0.3510,0.4100,0.1500,0.0023,0.4870,0.1300,0.3394,0.2900,-0.0100,2.0000,0.7371,0.6300,0.3960,0.2500,0.1400,0.1800,0.5260,0.1400,0.8700,0.1400,0.7600,0.2400,0.0800,0.1500,0.4000,0.2800,0.0700,0.1200,0.0800,0.2000,0.1326,0.1900,0.1200,0.1400
2011/08/31,0.6900,0.3800,0.5200,0.4640,0.3000,0.7800,0.8600,0.4700,0.0411,0.9280,0.4600,0.4160,0.4600,-0.0020,5.2000,0.7371,1.1300,0.5700,0.3200,0.2700,0.5100,1.0990,0.3300,1.1300,0.2900,1.6700,0.4300,0.1200,0.3100,0.6800,0.4600,0.2200,0.2000,0.1700,0.3610,0.3760,0.3700,0.2400,0.3600
2011/09/30,0.6900,0.3800,0.5200,0.4640,0.3000,0.7800,0.8600,0.4700,0.0411,0.9280,0.4600,0.4160,0.4600,-0.0020,5.2000,0.7371,1.1300,0.5700,0.3200,0.2700,0.5100,1.0990,0.3300,1.1300,0.2900,1.6700,0.4300,0.1200,0.3100,0.6800,0.4600,0.2200,0.2000,0.1700,0.3610,0.3760,0.3700,0.2400,0.3600
2011/10/31,1.0670,0.5900,0.8000,0.6920,0.3400,1.0100,1.3200,0.5800,0.0663,1.4380,0.5600,0.5975,0.7100,1.9700,6.3300,1.1889,1.7100,0.8420,0.4100,0.3300,0.8900,1.7190,0.6500,1.7400,0.4000,1.8800,0.6200,0.1700,0.4700,0.8200,0.5900,0.3200,0.2400,0.2380,0.5700,0.6327,0.5600,0.3500,0.4700
2011/11/30,1.0670,0.5900,0.8000,0.6920,0.3400,1.0100,1.3200,0.5800,0.0663,1.4380,0.5600,0.5975,0.7100,1.9700,6.3300,1.1889,1.7100,0.8420,0.4100,0.3300,0.8900,1.7190,0.6500,1.7400,0.4000,1.8800,0.6200,0.1700,0.4700,0.8200,0.5900,0.3200,0.2400,0.2380,0.5700,0.6327,0.5600,0.3500,0.4700
2011/12/30,1.0670,0.5900,0.8000,0.6920,0.3400,1.0100,1.3200,0.5800,0.0663,1.4380,0.5600,0.5975,0.7100,1.9700,6.3300,1.1889,1.7100,0.8420,0.4100,0.3300,0.8900,1.7190,0.6500,1.7400,0.4000,1.8800,0.6200,0.1700,0.4700,0.8200,0.5900,0.3200,0.2400,0.2380,0.5700,0.6327,0.5600,0.3500,0.4700
2012/01/31,1.0670,0.5900,0.8000,0.6920,0.3400,1.0100,1.3200,0.5800,0.0663,1.4380,0.5600,0.5975,0.7100,1.9700,6.3300,1.1889,1.7100,0.8420,0.4100,0.3300,0.8900,1.7190,0.6500,1.7400,0.4000,1.8800,0.6200,0.1700,0.4700,0.8200,0.5900,0.3200,0.2400,0.2380,0.5700,0.6327,0.5600,0.3500,0.4700
2012/02/29,1.0670,0.7800,0.8000,0.6920,0.3400,1.0100,1.3200,0.5800,0.0663,1.4380,0.5600,0.5975,0.7100,3.2800,6.3300,1.1889,1.7100,0.8420,0.6500,0.3300,1.1300,1.7190,0.6500,1.7400,0.4000,1.8800,0.6200,0.1700,0.4700,0.8200,0.5900,0.3200,0.2400,0.2380,0.5700,0.6327,0.5600,0.3500,0.4700
2012/03/30,1.4630,0.7800,1.0500,0.8270,1.2300,1.1390,1.6700,0.5800,0.0666,1.8340,0.6100,0.7798,0.8600,3.2800,6.3300,1.3400,2.1900,0.8420,0.6500,0.3800,1.1300,2.2530,0.6100,2.3600,0.6400,2.5000,0.8200,0.1700,0.6000,0.9700,0.6500,0.3200,0.2400,0.2380,0.7300,0.6327,0.6800,0.4400,0.4700
2012/04/27,1.4630,0.1900,0.3400,0.1480,1.2300,1.1390,1.6700,0.0900,0.0158,1.8340,0.6100,0.2686,0.2000,0.0300,2.8600,0.4300,0.2400,0.2310,0.1400,0.3800,0.2600,2.2530,0.0200,0.7700,0.1000,2.5000,0.8200,0.3100,0.6000,0.9700,0.2000,0.0900,0.0900,0.0900,0.2100,0.3806,0.6800,0.1300,0.0702
2012/05/31,0.4230,0.1900,0.3400,0.1480,0.0800,0.3690,0.5400,0.0900,0.0158,0.5090,0.1800,0.2686,0.2000,0.0300,2.8600,0.4300,0.2400,0.2310,0.1400,0.1300,0.2600,0.5620,0.0200,0.7700,0.1000,0.7700,0.2600,0.0400,0.1800,0.0800,0.2000,0.0900,0.0900,0.0900,0.2100,0.3806,0.2100,0.1300,0.0702
2012/06/29,0.4230,0.1900,0.3400,0.1480,0.0800,0.3690,0.5400,0.0900,0.0158,0.5090,0.1800,0.2686,0.2000,0.0300,2.8600,0.4300,0.2400,0.2310,0.1400,0.1300,0.2600,0.5620,0.0200,0.7700,0.1000,0.7700,0.2600,0.0400,0.1800,0.0800,0.2000,0.0900,0.0900,0.0900,0.2100,0.3806,0.2100,0.1300,0.0702
2012/07/31,0.4230,0.1900,0.3400,0.1480,0.0800,0.3690,0.5400,0.0900,0.0158,0.5090,0.1800,0.2686,0.2000,0.0300,2.8600,0.4300,0.2400,0.2310,0.1400,0.1300,0.2600,0.5620,0.0200,0.7700,0.1000,0.7700,0.2600,0.0400,0.1800,0.0800,0.2000,0.0900,0.0900,0.0900,0.2100,0.3806,0.2100,0.1300,0.0702
2012/08/31,0.9220,0.3900,0.6900,0.2730,0.2000,0.6800,1.0800,0.3517,0.0545,0.9780,0.3700,0.4506,0.4500,1.4300,6.7400,0.9900,0.5500,0.6900,0.3200,0.2300,0.4800,1.2660,0.0900,1.5900,0.2600,1.7600,0.5000,0.1120,0.3500,0.3100,0.3400,0.2400,0.1889,0.1500,0.3400,0.6460,0.4300,0.2600,0.1800
2012/09/28,0.9220,0.3900,0.6900,0.2730,0.2000,0.6800,1.0800,0.3517,0.0545,0.9780,0.3700,0.4506,0.4500,1.4300,6.7400,0.9900,0.5500,0.6900,0.3200,0.2300,0.4800,1.2660,0.0900,1.5900,0.2600,1.7600,0.5000,0.1120,0.3500,0.3100,0.3400,0.2400,0.1889,0.1500,0.3400,0.6460,0.4300,0.2600,0.1800
2012/10/31,1.4010,0.6100,1.0400,0.4830,0.2700,0.7700,1.6100,0.5400,0.0865,1.4630,0.5700,0.6504,0.7600,1.6900,10.0400,1.2900,0.7400,1.0280,0.4600,0.2700,0.8500,1.8380,0.3500,2.4400,0.4100,2.0300,0.7000,0.2000,0.5300,0.3600,0.2600,0.3600,0.2400,0.2100,0.4800,0.8849,0.6300,0.3800,0.2470
2012/11/30,1.4010,0.6100,1.0400,0.4830,0.2700,0.7700,1.6100,0.5400,0.0865,1.4630,0.5700,0.6504,0.7600,1.6900,10.0400,1.2900,0.7400,1.0280,0.4600,0.2700,0.8500,1.8380,0.3500,2.4400,0.4100,2.0300,0.7000,0.2000,0.5300,0.3600,0.2600,0.3600,0.2400,0.2100,0.4800,0.8849,0.6300,0.3800,0.2470
2012/12/31,1.4010,0.6100,1.0400,0.4830,0.2700,0.7700,1.6100,0.5400,0.0865,1.4630,0.5700,0.6504,0.7600,1.6900,10.0400,1.2900,0.7400,1.0280,0.4600,0.2700,0.8500,1.8380,0.3500,2.4400,0.4100,2.0300,0.7000,0.2000,0.5300,0.3600,0.2600,0.3600,0.2400,0.2100,0.4800,0.8849,0.6300,0.3800,0.2470
2013/01/31,1.4010,0.6100,1.0400,0.4830,0.2700,0.7700,1.6100,0.5400,0.0865,1.4630,0.5700,0.6504,0.7600,1.6900,10.0400,1.2900,0.7400,1.0280,0.4600,0.2700,0.8500,1.8380,0.3500,2.4400,0.4100,2.0300,0.7000,0.2000,0.5300,0.3600,0.2600,0.3600,0.2400,0.2100,0.4800,0.8849,0.6300,0.3800,0.2470
2013/02/28,1.4010,0.6100,1.0400,0.4830,0.2700,0.7700,1.6100,0.5400,0.0865,1.4630,0.5700,0.6504,0.7600,1.6900,10.0400,1.2900,0.7400,1.0280,0.4600,0.2700,0.8500,1.8380,0.3500,2.4400,0.4100,2.0300,0.7000,0.2000,0.5300,0.3600,0.2600,0.3600,0.2400,0.2100,0.4800,0.8849,0.6300,0.3800,0.2470
2013/03/29,1.8330,0.8200,1.3400,0.7310,0.3800,0.7700,2.1000,1.1800,0.1117,1.8820,0.8000,0.6504,1.0900,2.0200,12.8200,1.2900,1.1900,1.2180,0.5600,0.3300,0.8500,2.3960,0.4100,2.4400,0.6900,2.5300,0.8800,0.3450,0.6800,0.5900,0.3900,0.3600,0.2400,0.3000,0.6300,0.8849,0.7700,0.5000,0.2470
2013/04/26,1.8330,0.8200,0.3900,0.1790,0.0900,0.7700,2.1000,0.1000,0.0298,0.5620,0.1600,0.2722,0.3400,0.5300,3.4600,0.4000,0.1800,0.2680,0.1100,0.1500,0.8500,2.3960,0.0200,0.8600,0.6900,2.5300,0.2400,0.3450,0.6800,0.2500,0.3600,0.5200,0.1119,0.3000,0.2000,1.1430,0.7700,0.1400,0.0550
2013/05/31,0.4770,0.2200,0.3900,0.1790,0.0900,0.2100,0.6000,0.1000,0.0298,0.5620,0.1600,0.2722,0.3400,0.5300,3.4600,0.4000,0.1800,0.2680,0.1100,0.1500,0.2700,0.5560,0.0200,0.8600,0.1300,0.9300,0.2400,0.0700,0.2000,0.2500,0.3600,0.1200,0.1119,0.0600,0.2000,0.5635,0.2400,0.1400,0.0550
2013/06/28,0.4770,0.2200,0.3900,0.1790,0.0900,0.2100,0.6000,0.1000,0.0298,0.5620,0.1600,0.2722,0.3400,0.5300,3.4600,0.4000,0.1800,0.2680,0.1100,0.1500,0.2700,0.5560,0.0200,0.8600,0.1300,0.9300,0.2400,0.0700,0.2000,0.2500,0.3600,0.1200,0.1119,0.0600,0.2000,0.5635,0.2400,0.1400,0.0550
2013/07/31,0.4770,0.2200,0.3900,0.1790,0.0900,0.2100,0.6000,0.1000,0.0298,0.5620,0.1600,0.2722,0.7100,0.5300,3.4600,0.4000,0.1800,0.2680,0.1100,0.1500,0.2700,0.5560,0.0200,0.8600,0.1300,0.9300,0.2400,0.0700,0.2000,0.2500,0.3600,0.1200,0.1119,0.0600,0.2000,0.5635,0.2400,0.1400,0.0550
2013/08/30,1.0390,0.4600,0.8100,0.2540,0.1900,0.2100,1.2200,0.4800,0.0834,1.0400,0.4700,0.4720,0.7100,2.0100,3.4600,0.4000,0.5800,0.7900,0.3200,0.2800,0.2700,1.2060,0.0900,1.7000,0.1300,2.2600,0.4700,0.0700,0.4000,0.6000,0.5700,0.2900,0.2301,0.1100,0.3600,0.5635,0.4800,0.2900,0.0550
2013/09/30,1.0390,0.4600,0.8100,0.2540,0.1900,0.3500,1.2200,0.4800,0.0834,1.0400,0.4700,0.4720,0.7100,2.0100,6.9800,0.6800,0.5800,0.7900,0.3200,0.2800,0.9500,1.2060,0.0900,1.7000,0.3800,2.2600,0.4700,0.1640,0.4000,0.6000,0.5700,0.2900,0.2301,0.1100,0.3600,0.9140,0.4800,0.2900,0.1000
2013/10/31,1.5990,0.7600,1.1800,0.4450,0.3400,0.3900,1.8300,0.6500,0.1313,1.6320,0.6200,0.6805,1.0800,1.6800,10.6600,0.8000,1.0200,1.2830,0.5300,0.3900,1.3300,1.6930,0.3300,1.7400,0.5700,2.9500,0.6600,0.2900,0.5900,0.8900,0.8400,0.4500,0.3300,0.1800,0.5200,1.2483,0.7100,0.4300,0.1790
2013/11/29,1.5990,0.7600,1.1800,0.4450,0.3400,0.3900,1.8300,0.6500,0.1313,1.6320,0.6200,0.6805,1.0800,1.6800,10.6600,0.8000,1.0200,1.2830,0.5300,0.3900,1.3300,1.6930,0.3300,1.7400,0.5700,2.9500,0.6600,0.2900,0.5900,0.8900,0.8400,0.4500,0.3300,0.1800,0.5200,1.2483,0.7100,0.4300,0.1790
2013/12/31,1.5990,0.7600,1.1800,0.4450,0.3400,0.3900,1.8300,0.6500,0.1313,1.6320,0.6200,0.6805,1.0800,1.6800,10.6600,0.8000,1.0200,1.2830,0.5300,0.3900,1.3300,1.6930,0.3300,1.7400,0.5700,2.9500,0.6600,0.2900,0.5900,0.8900,0.8400,0.4500,0.3300,0.1800,0.5200,1.2483,0.7100,0.4300,0.1790
2014/01/30,1.5990,0.7600,1.1800,0.4450,0.3400,0.3900,1.8300,0.6500,0.1313,1.6320,0.6200,0.6805,1.0800,1.6800,10.6600,0.8000,1.0200,1.2830,0.5300,0.3900,1.3300,1.6930,0.3300,1.7400,0.5700,2.9500,0.6600,0.2900,0.5900,0.8900,0.8400,0.4500,0.3300,0.1800,0.5200,1.2483,0.7100,0.4300,0.1790
2014/02/28,1.5990,0.7600,1.1800,0.4450,0.3400,0.3900,1.8300,0.6500,0.1624,1.6320,0.6200,0.6805,1.0800,1.6800,10.6600,0.8000,1.0200,1.2830,0.5300,0.3900,1.3300,1.6930,0.3300,1.7400,0.5700,2.9500,0.6600,0.2900,0.5900,0.8900,0.8400,0.4500,0.3300,0.1800,0.5200,1.2483,0.7100,0.4300,0.1790
2014/03/31,2.1940,0.9700,1.4900,0.5790,0.4800,0.3900,2.3000,0.6500,0.1624,2.2500,0.9000,0.6805,1.0800,1.6800,14.5800,0.8000,1.7700,1.2830,0.5300,0.4200,1.3300,2.2970,0.2700,1.7400,0.8400,3.5600,0.8400,0.4400,0.7500,1.0200,0.8800,0.4500,0.3300,0.3000,0.7100,1.2483,0.8600,0.5600,0.1790
2014/04/30,0.5740,0.2600,0.4500,0.1160,0.1200,0.1100,0.5900,0.1100,0.0518,0.6330,0.1800,0.2870,0.3500,0.4700,3.5600,0.0700,0.4700,0.3190,0.1500,0.1300,0.5300,0.5220,0.0100,0.7000,0.1600,1.3700,0.2500,0.0900,0.2100,0.3500,0.2600,0.1500,0.1394,0.0600,0.1900,0.5455,0.2600,0.1600,0.0440
2014/05/30,0.5740,0.2600,0.4500,0.1160,0.1200,0.1100,0.5900,0.1100,0.0518,0.6330,0.1800,0.2870,0.3500,0.4700,3.5600,0.0700,0.4700,0.3190,0.1500,0.1300,0.5300,0.5220,0.0100,0.7000,0.1600,1.3700,0.2500,0.0900,0.2100,0.3500,0.2600,0.1500,0.1394,0.0600,0.1900,0.5455,0.2600,0.1600,0.0440
2014/06/30,0.5740,0.2600,0.4500,0.1160,0.1200,0.1100,0.5900,0.1100,0.0518,0.6330,0.1800,0.2870,0.3500,0.4700,3.5600,0.0700,0.4700,0.3190,0.1500,0.1300,0.5300,0.5220,0.0100,0.7000,0.1600,1.3700,0.2500,0.0900,0.2100,0.3500,0.2600,0.1500,0.1394,0.0600,0.1900,0.5455,0.2600,0.1600,0.0440
2014/07/31,0.5740,0.2600,0.4500,0.1160,0.1200,0.1100,0.5900,0.1100,0.0518,0.6330,0.1800,0.2870,0.3500,0.4700,3.5600,0.0700,0.4700,0.3190,0.4200,0.1300,0.5300,0.5220,0.0100,0.7000,0.1600,1.3700,0.2500,0.0900,0.2100,0.3500,0.2600,0.1500,0.1394,0.0600,0.1900,0.5455,0.2600,0.1600,0.0440
2014/08/29,1.2150,0.5300,0.7500,0.2690,0.3700,0.1100,0.5900,0.3600,0.1048,1.2310,0.4400,0.5075,0.6500,1.7390,6.3300,0.2200,1.1000,0.9470,0.4200,0.3000,0.5300,1.0830,0.0400,0.7000,0.1600,2.7000,0.5000,0.0900,0.4200,0.7600,0.6500,0.4000,0.2641,0.1500,0.3700,0.8710,0.2600,0.3200,0.0900
2014/09/30,1.2150,0.5300,0.7500,0.2690,0.3700,0.1800,1.2100,0.3600,0.1048,1.2310,0.4400,0.5075,0.6500,1.7390,6.3300,0.2200,1.1000,0.9470,0.4200,0.3000,0.7500,1.0830,0.0400,1.3400,0.4000,2.7000,0.5000,0.1910,0.4200,0.7600,0.6500,0.4000,0.2641,0.1500,0.3700,0.8710,0.5200,0.3200,0.0900
2014/10/31,1.8660,0.8200,1.0800,0.4380,0.5800,0.2100,1.8200,0.5700,0.1651,1.8510,0.6900,0.7452,0.9700,2.1300,9.3600,0.4200,1.5400,1.4990,0.4400,0.5200,1.1600,1.4900,0.2600,2.0100,0.6100,4.0000,0.6900,0.3300,0.6300,0.9900,0.9700,0.5700,0.4700,0.2900,0.5200,1.2214,0.7600,0.4700,0.1300
2014/11/28,1.8660,0.8200,1.0800,0.4380,0.5800,0.2100,1.8200,0.5700,0.1651,1.8510,0.6900,0.7452,0.9700,2.1300,9.3600,0.4200,1.5400,1.4990,0.4400,0.5200,1.1600,1.4900,0.2600,2.0100,0.6100,4.0000,0.6900,0.3300,0.6300,0.9900,0.9700,0.5700,0.4700,0.2900,0.5200,1.2214,0.7600,0.4700,0.1300
2014/12/31,1.8660,0.8200,1.0800,0.4380,0.5800,0.2100,1.8200,0.5700,0.1651,1.8510,0.6900,0.7452,0.9700,2.1300,9.3600,0.4200,1.5400,1.4990,0.4400,0.5200,1.1600,1.4900,0.2600,2.0100,0.6100,4.0000,0.6900,0.3300,0.6300,0.9900,0.9700,0.5700,0.4700,0.2900,0.5200,1.2214,0.7600,0.4700,0.1300
2015/01/30,1.8660,0.8200,1.0800,0.4380,0.5800,0.2100,1.8200,0.5700,0.1651,1.8510,0.6900,0.7452,0.9700,2.1300,9.3600,0.4200,1.5400,1.4990,0.4400,0.5200,1.1600,1.4900,0.2600,2.0100,0.6100,4.0000,0.6900,0.3300,0.6300,0.9900,0.9700,0.5700,0.4700,0.2900,0.5200,1.2214,0.7600,0.4700,0.1300
2015/02/27,1.8660,0.8200,1.0800,0.4380,0.5800,0.2100,1.8200,0.5700,0.1651,1.8510,0.6900,0.7452,0.9700,2.1300,9.3600,0.4200,1.5400,1.4990,0.4400,0.5200,1.1600,1.4900,0.2600,2.0100,0.6100,4.0000,0.6900,0.3300,0.6300,0.9900,0.9700,0.5700,0.4700,0.2900,0.5200,1.2214,0.7600,0.4700,0.1300
2015/03/31,2.5210,1.0900,1.3100,0.4060,1.0300,0.2100,2.2200,1.1400,0.1878,1.8510,0.9200,1.0100,1.1200,2.6700,9.3600,0.5800,2.0700,1.7400,0.6100,0.8000,1.1600,1.8510,0.3100,2.0100,0.9200,4.9300,0.8900,0.4820,0.7800,1.2200,1.1400,0.5700,0.8011,0.3900,0.5900,1.2214,0.9100,0.6100,0.1300
2015/04/30,0.6000,0.3300,0.3900,0.0140,0.3500,0.0041,0.6800,0.1200,0.0495,0.6770,0.2300,0.3637,0.2200,0.5300,3.8200,-0.0500,0.3200,0.3220,0.1500,0.4300,0.4300,0.2860,0.1400,0.7800,0.1800,2.1900,0.2600,0.1000,0.2100,0.5400,0.4300,0.1900,0.3599,0.0700,0.0300,0.6620,0.2700,0.1600,0.0210
2015/05/29,0.6000,0.3300,0.3900,0.0140,0.3500,0.0041,0.6800,0.1200,0.0495,0.6770,0.2300,0.3637,0.2200,0.5300,3.8200,-0.0500,0.3200,0.3220,0.1500,0.4300,0.4300,0.2860,0.1400,0.7800,0.1800,2.1900,0.2600,0.1000,0.2100,0.5400,0.4300,0.1900,0.3599,0.0700,0.0300,0.6620,0.2700,0.1600,0.0210
2015/06/30,0.6000,0.3300,0.3900,0.0140,0.3500,0.0041,0.6800,0.1200,0.0495,0.6770,0.2300,0.3637,0.2200,0.5300,3.8200,-0.0500,0.3200,0.3220,0.1500,0.4300,0.4300,0.2860,0.1400,0.7800,0.1800,2.1900,0.2600,0.1000,0.2100,0.5400,0.4300,0.1900,0.3599,0.0700,0.0300,0.6620,0.2700,0.1600,0.0210
2015/07/31,0.6000,0.3300,0.3900,0.0140,0.3500,0.0041,0.6800,0.1200,0.0495,0.6770,0.2300,0.3637,0.4700,0.5300,3.8200,-0.0500,0.3200,0.3220,0.1500,0.4300,0.4300,0.2860,0.1400,0.7800,0.1800,2.1900,0.2600,0.1000,0.2100,0.5400,0.4300,0.1900,0.3599,0.0700,0.0300,0.6620,0.2700,0.1600,0.0210
2015/08/31,1.2810,0.6700,0.7800,0.2020,1.1300,0.0400,1.3100,0.4600,0.1087,1.2850,0.5600,0.5424,0.4700,1.1500,6.9100,0.0300,0.8900,0.4320,0.3800,1.0300,0.4300,0.5900,0.3200,1.4500,0.4300,1.9000,0.5000,0.2150,0.4200,1.2500,1.1100,0.4300,1.1450,0.1700,0.1400,1.0410,0.5300,0.3100,0.0100
