日期,浦发银行,上海机场,Fetching...,中国石化,中信证券,三一重工,招商银行,保利地产,中国联通,上汽集团,复星医药,恒瑞医药,万华化学,华夏幸福,贵州茅台,山东黄金,海螺水泥,海尔智家,三安光电,海通证券,伊利股份,中国神华,中国国航,兴业银行,中国铁建,中国平安,交通银行,中国中铁,工商银行,中国太保,Fetching...,中国建筑,华泰证券,Fetching...,中国石油,中国国旅,建设银行,Fetching...,Fetching...
2011/01/31,95.8589,19.0199,94.2630,53.5975,61.4605,62.6670,94.3588,78.9179,50.7010,60.6438,40.9368,9.3155,44.3383,26.5891,22.3071,45.0701,42.0719,66.2738,18.4125,59.4209,71.4626,34.7612,77.1173,95.0887,83.5814,89.4332,94.3211,79.1748,94.3396,82.5232,84.8242,73.7250,67.6320,67.1265,38.8100,35.7923,94.0969,94.0812,48.2517
2011/02/28,95.8589,18.8346,94.2630,53.5975,61.4605,62.6670,94.3588,78.9179,50.7010,60.6438,40.9368,9.3155,44.3383,26.5891,22.3071,52.1397,42.0719,66.2738,18.4125,59.4209,71.4626,34.7612,77.1173,95.0887,83.5814,89.4332,94.3211,79.1748,94.3396,82.5232,84.8242,73.7250,67.6320,67.1265,38.8100,35.7923,94.0969,94.0812,48.2517
2011/03/31,94.3744,18.8346,94.2285,54.0606,61.4605,61.9712,94.3588,78.9793,53.0561,64.2774,44.1547,10.8019,44.7171,26.5891,27.5063,52.1397,41.0185,67.5787,18.4125,59.4209,71.4626,32.8056,73.1353,95.0264,83.3717,90.0239,94.3401,81.0196,93.8949,82.8570,85.0788,73.7250,67.6320,67.5926,39.0171,35.7923,93.5163,93.5358,48.2517
2011/04/29,94.2993,18.8346,94.5363,54.5864,53.7480,67.7754,94.4761,81.4045,52.7680,61.1632,44.1547,10.3601,48.5234,24.0957,29.5628,52.1787,39.2775,67.6913,22.6659,57.9430,71.4626,32.8056,72.2081,94.9144,83.6160,89.9319,94.2559,81.0196,93.9387,83.7251,85.7789,74.4488,65.8583,69.4261,40.5835,35.7923,93.3783,93.6731,48.2517
2011/05/31,94.2993,17.5128,94.5363,54.5864,48.6668,67.7754,94.4761,81.4045,52.7680,61.1632,49.1270,10.3601,48.5234,24.0957,29.5628,52.1787,39.2775,67.6913,22.6659,57.9430,71.8105,32.3777,72.2081,94.9144,83.6160,89.9319,94.2559,81.5384,93.9387,83.7251,85.7789,74.4488,65.8583,69.4261,40.5835,30.9198,93.3783,93.6731,73.9158
2011/06/30,94.2993,17.5128,94.5363,54.5864,48.6668,67.7754,94.4761,81.4045,52.7680,61.1632,49.1270,10.3601,48.5234,24.0957,29.5628,52.1787,39.2775,67.6913,22.6659,57.9430,71.8105,32.3777,72.2081,94.9144,83.6160,89.9319,94.2559,81.5384,93.9387,83.7251,85.7789,74.4488,65.8583,69.4261,40.5835,30.9198,93.3783,93.6731,73.9158
2011/07/29,94.2993,17.5128,94.5363,54.5864,48.6668,67.7754,94.4761,81.4045,52.7680,61.1632,49.1270,10.3601,48.5234,24.0957,29.5628,48.6851,39.2775,67.6913,22.6659,57.9430,71.8105,32.3777,72.2081,94.9144,83.6160,89.9319,94.2559,81.5384,93.9387,83.7251,85.7789,74.4488,65.8583,69.4261,40.5835,30.9198,93.3783,93.6731,73.9158
2011/08/31,94.5569,18.9904,94.5947,54.4165,48.3640,64.3147,94.4979,81.0891,52.6867,58.6274,46.4131,11.1593,50.3467,29.6442,30.3207,48.6851,45.9503,72.8842,33.8525,56.3077,71.4742,37.5906,71.9466,95.1398,84.4961,89.3574,94.2864,82.6845,94.2292,84.9113,87.1456,75.9906,63.7380,72.0960,41.9398,33.6216,93.7159,93.8771,74.3935
2011/09/30,94.5569,18.9904,94.5947,54.4165,48.3640,64.3147,94.4979,81.0891,52.6867,58.6274,46.4131,11.1593,50.3467,29.6442,30.3207,48.6851,45.9503,72.8842,33.8525,56.3077,71.4742,37.5906,71.9466,95.1398,84.4961,89.3574,94.2864,82.6845,94.2292,84.9113,87.1456,75.9906,63.7380,72.0960,41.9398,33.6216,93.7159,93.8771,74.3935
2011/10/31,94.4472,17.7441,94.1425,53.7056,44.9892,63.8573,94.1575,80.7390,52.1036,59.3400,46.5438,12.2778,46.8439,84.2394,29.8243,46.2997,44.6765,72.0660,33.5972,54.3805,70.1843,36.3529,70.9091,94.8720,84.6789,92.6930,94.0714,82.6983,94.0380,85.9815,88.3100,76.9811,59.6592,73.0876,43.3809,35.2354,93.3826,93.7052,74.1955
2011/11/30,94.4472,17.7441,94.1425,53.7056,44.9892,63.8573,94.1575,80.7390,52.1036,59.3400,46.5438,12.2778,46.8439,84.2394,29.8243,46.2997,44.6765,72.0660,33.5972,54.3805,70.1843,36.3529,70.9091,94.8720,84.6789,92.6930,94.0714,82.6983,94.0380,85.9815,88.3100,76.9811,59.6592,73.0876,43.3809,35.2354,93.3826,93.7052,74.1955
2011/12/30,94.4472,17.7441,94.1425,53.7056,44.9892,63.8573,94.1575,80.7390,52.1036,59.3400,46.5438,12.2778,46.8439,84.2394,29.8243,46.2997,44.6765,72.0660,33.5972,54.3805,70.1843,36.3529,70.9091,94.8720,84.6789,92.6930,94.0714,82.6983,94.0380,85.9815,88.3100,76.9811,59.6592,73.0876,43.3809,35.2354,93.3826,93.7052,74.1955
2012/01/31,94.4472,17.7441,94.1425,53.7056,44.9892,63.8573,94.1575,80.7390,52.1036,59.3400,46.5438,12.2778,46.8439,84.2394,29.8243,46.2997,44.6765,72.0660,33.5972,54.3805,70.1843,36.3529,70.9091,94.8720,84.6789,92.6930,94.0714,82.6983,94.0380,85.9815,88.3100,76.9811,59.6592,73.0876,43.3809,35.2354,93.3826,93.7052,74.1955
2012/02/29,94.4472,18.1252,94.1425,53.7056,44.9892,63.8573,94.1575,80.7390,52.1036,59.3400,46.5438,12.2778,46.8439,85.4646,29.8243,46.2997,44.6765,72.0660,37.2243,54.3805,68.3611,36.3529,70.9091,94.8720,84.6789,92.6930,94.0714,82.6983,94.0380,85.9815,88.3100,76.9811,59.6592,73.0876,43.3809,35.2354,93.3826,93.7052,74.1955
2012/03/30,94.4298,18.1252,93.9836,54.9114,41.3340,59.5499,94.0962,80.7390,54.5038,58.2227,48.9887,9.1214,52.8344,85.4646,29.8243,49.4718,44.2383,72.0660,37.2243,52.8597,68.3611,34.2271,71.4398,95.1811,84.4630,92.5028,94.0842,82.6983,93.8113,86.3208,87.7904,76.9811,59.6592,73.0876,43.5437,35.2354,93.3507,93.6104,74.1955
2012/04/27,94.4298,16.6358,94.0617,56.1118,41.3340,59.5499,94.0962,78.9198,53.8641,58.2227,48.9887,11.3528,52.0403,87.4871,21.6355,47.1502,41.1699,69.0206,44.5712,52.8597,65.4345,34.2271,71.1377,95.2514,84.2945,92.5028,94.0842,82.6446,93.8113,86.3208,87.4861,76.6825,62.1398,61.3038,44.5143,31.0186,93.3507,93.8258,76.1065
2012/05/31,94.3755,16.6358,94.0617,56.1118,41.2737,61.7161,94.0183,78.9198,53.8641,57.5304,47.7951,11.3528,52.0403,87.4871,21.6355,47.1502,41.1699,69.0206,44.5712,55.7863,65.4345,33.1144,71.1377,95.2514,84.2945,92.4049,94.0799,82.6470,93.7744,86.7134,87.4861,76.6825,62.1398,61.3038,44.5143,31.0186,93.4538,93.8258,76.1065
2012/06/29,94.3755,16.6358,94.0617,56.1118,41.2737,61.7161,94.0183,78.9198,53.8641,57.5304,47.7951,11.3528,52.0403,87.4871,21.6355,47.1502,41.1699,69.0206,44.5712,55.7863,65.4345,33.1144,71.1377,95.2514,84.2945,92.4049,94.0799,82.6470,93.7744,86.7134,87.4861,76.6825,62.1398,61.3038,44.5143,31.0186,93.4538,93.8258,76.1065
2012/07/31,94.3755,16.6358,94.0617,56.1118,41.2737,61.7161,94.0183,78.9198,53.8641,57.5304,47.7951,11.3528,52.0403,87.4871,21.6355,47.1502,41.1699,69.0206,44.5712,55.7863,65.4345,33.1144,71.1377,95.2514,84.2945,92.4049,94.0799,82.6470,93.7744,86.7134,87.4861,76.6825,62.1398,61.3038,44.5143,31.0186,93.4538,93.8258,76.1065
2012/08/31,94.6024,22.5299,94.0359,55.5529,43.3763,66.5158,94.5417,79.6381,56.0103,54.7213,47.3689,8.9334,56.5517,86.4765,28.4721,46.0631,41.8272,67.3278,44.6089,48.9357,66.8762,33.3851,72.2817,95.3009,84.7469,92.6775,94.1956,83.4821,94.0406,87.0328,87.8260,78.4575,59.8850,64.2463,44.8600,32.7907,93.5627,93.8278,75.7313
2012/09/28,94.6024,22.5299,94.0359,55.5529,43.3763,66.5158,94.5417,79.6381,56.0103,54.7213,47.3689,8.9334,56.5517,86.4765,28.4721,46.0631,41.8272,67.3278,44.6089,48.9357,66.8762,33.3851,72.2817,95.3009,84.7469,92.6775,94.1956,83.4821,94.0406,87.0328,87.8260,78.4575,59.8850,64.2463,44.8600,32.7907,93.5627,93.8278,75.7313
2012/10/31,94.5391,17.1807,94.3194,55.0627,43.5047,63.2042,93.9276,80.4090,55.0905,56.6059,46.9582,8.4158,56.5460,87.5311,17.6216,43.9003,42.7765,68.3983,45.8227,49.3044,62.7180,33.4604,71.3266,95.3156,84.8240,92.6150,92.8916,83.6624,93.8100,87.2018,87.9988,78.6477,54.6258,64.2613,46.0930,35.4216,93.0983,93.5048,74.7961
2012/11/30,94.5391,17.1807,94.3194,55.0627,43.5047,63.2042,93.9276,80.4090,55.0905,56.6059,46.9582,8.4158,56.5460,87.5311,17.6216,43.9003,42.7765,68.3983,45.8227,49.3044,62.7180,33.4604,71.3266,95.3156,84.8240,92.6150,92.8916,83.6624,93.8100,87.2018,87.9988,78.6477,54.6258,64.2613,46.0930,35.4216,93.0983,93.5048,74.7961
2012/12/31,94.5391,17.1807,94.3194,55.0627,43.5047,63.2042,93.9276,80.4090,55.0905,56.6059,46.9582,8.4158,56.5460,87.5311,17.6216,43.9003,42.7765,68.3983,45.8227,49.3044,62.7180,33.4604,71.3266,95.3156,84.8240,92.6150,92.8916,83.6624,93.8100,87.2018,87.9988,78.6477,54.6258,64.2613,46.0930,35.4216,93.0983,93.5048,74.7961
2013/01/31,94.5391,17.1807,94.3194,55.0627,43.5047,63.2042,93.9276,80.4090,55.0905,56.6059,46.9582,8.4158,56.5460,87.5311,17.6216,43.9003,42.7765,68.3983,45.8227,49.3044,62.7180,33.4604,71.3266,95.3156,84.8240,92.6150,92.8916,83.6624,93.8100,87.2018,87.9988,78.6477,54.6258,64.2613,46.0930,35.4216,93.0983,93.5048,74.7961
2013/02/28,94.5391,17.1807,94.3194,55.0627,43.5047,63.2042,93.9276,80.4090,55.0905,56.6059,46.9582,8.4158,56.5460,87.5311,17.6216,43.9003,42.7765,68.3983,45.8227,49.3044,62.7180,33.4604,71.3266,95.3156,84.8240,92.6150,92.8916,83.6624,93.8100,87.2018,87.9988,78.6477,54.6258,64.2613,46.0930,35.4216,93.0983,93.5048,74.7961
2013/03/29,94.2888,17.2912,94.7527,55.8555,48.5576,63.2042,94.1199,78.1901,59.0564,54.2859,39.9986,8.4158,56.3346,88.5200,21.2101,43.9003,41.5288,68.9542,45.9509,52.1707,62.7180,33.1954,70.9513,95.3156,84.7703,92.6291,92.7666,83.9189,93.5672,85.6832,88.2511,78.6477,54.6258,62.4493,45.5576,35.4216,93.2039,93.2058,74.7961
2013/04/26,94.2888,17.2912,94.4341,54.4182,53.8613,63.2042,94.1199,79.3498,57.7774,55.5980,39.7144,8.9512,57.8559,90.0740,15.9177,46.9370,40.1736,69.3923,45.5424,52.8514,62.7180,33.1954,71.4850,94.7411,84.7703,92.6291,92.8992,83.9189,93.5672,85.5691,87.9278,78.5859,56.1396,62.4493,46.8182,30.6435,93.2039,93.1850,74.5893
2013/05/31,94.4518,16.2760,94.4341,54.4182,53.8613,61.7186,93.8932,79.3498,57.7774,55.5980,39.7144,8.9512,57.8559,90.0740,15.9177,46.9370,40.1736,69.3923,45.5424,52.8514,47.8290,32.7680,71.4850,94.7411,84.6933,92.8781,92.8992,83.9666,93.4750,85.5691,87.9278,78.4621,56.1396,61.2144,46.8182,30.2549,93.1127,93.1850,74.5893
2013/06/28,94.4518,16.2760,94.4341,54.4182,53.8613,61.7186,93.8932,79.3498,57.7774,55.5980,39.7144,8.9512,57.8559,90.0740,15.9177,46.9370,40.1736,69.3923,45.5424,52.8514,47.8290,32.7680,71.4850,94.7411,84.6933,92.8781,92.8992,83.9666,93.4750,85.5691,87.9278,78.4621,56.1396,61.2144,46.8182,30.2549,93.1127,93.1850,74.5893
2013/07/31,94.4518,16.2760,94.4341,54.4182,53.8613,61.7186,93.8932,79.3498,57.7774,55.5980,39.7144,8.9512,62.3110,90.0740,15.9177,46.9370,40.1736,69.3923,45.5424,52.8514,47.8290,32.7680,71.4850,94.7411,84.6933,92.8781,92.8992,83.9666,93.4750,85.5691,87.9278,78.4621,56.1396,61.2144,46.8182,30.2549,93.1127,93.1850,74.5893
2013/08/30,94.5501,20.1431,94.3929,53.9035,57.5142,61.7186,94.4235,79.2610,57.7206,54.0717,41.9654,8.7069,62.3110,89.5464,15.9177,46.9370,39.2270,68.8099,46.8679,55.4826,47.8290,33.6633,72.0019,94.8128,84.6933,92.8417,93.0363,83.9666,93.7239,86.4549,88.2700,79.8768,63.2113,61.5487,47.3169,30.2549,93.2667,93.3138,74.5893
2013/09/30,94.5501,20.1431,94.3929,53.9035,57.5142,64.2847,94.4235,79.2610,57.7206,54.0717,41.9654,8.7069,62.3110,89.5464,17.9768,45.9830,39.2270,68.8099,46.8679,55.4826,50.0765,33.6633,72.0019,94.8128,85.2898,92.8417,93.0363,85.0576,93.7239,86.4549,88.2700,79.8768,63.2113,61.5487,47.3169,33.0754,93.2667,93.3138,74.4325
2013/10/31,94.4796,16.7149,94.0775,54.5344,67.0037,62.6762,93.3784,80.1962,57.3528,54.3953,40.2575,9.8959,61.1231,89.6231,19.1866,46.3875,38.2361,69.0502,47.9316,53.2466,50.5089,34.3663,71.5056,94.6112,85.1487,92.7205,92.8822,84.8441,93.4086,86.2022,87.8503,79.5546,64.3200,64.4783,47.9209,26.3340,93.0006,93.2061,72.3463
2013/11/29,94.4796,16.7149,94.0775,54.5344,67.0037,62.6762,93.3784,80.1962,57.3528,54.3953,40.2575,9.8959,61.1231,89.6231,19.1866,46.3875,38.2361,69.0502,47.9316,53.2466,50.5089,34.3663,71.5056,94.6112,85.1487,92.7205,92.8822,84.8441,93.4086,86.2022,87.8503,79.5546,64.3200,64.4783,47.9209,26.3340,93.0006,93.2061,72.3463
2013/12/31,94.4796,16.7149,94.0775,54.5344,67.0037,62.6762,93.3784,80.1962,57.3528,54.3953,40.2575,9.8959,61.1231,89.6231,19.1866,46.3875,38.2361,69.0502,47.9316,53.2466,50.5089,34.3663,71.5056,94.6112,85.1487,92.7205,92.8822,84.8441,93.4086,86.2022,87.8503,79.5546,64.3200,64.4783,47.9209,26.3340,93.0006,93.2061,72.3463
2014/01/30,94.4796,16.7149,94.0775,54.5344,67.0037,62.6762,93.3784,80.1962,57.3528,54.3953,40.2575,9.8959,61.1231,89.6231,19.1866,46.3875,38.2361,69.0502,47.9316,53.2466,50.5089,34.3663,71.5056,94.6112,85.1487,92.7205,92.8822,84.8441,93.4086,86.2022,87.8503,79.5546,64.3200,64.4783,47.9209,26.3340,93.0006,93.2061,72.3463
2014/02/28,94.4796,16.7149,94.0775,54.5344,67.0037,62.6762,93.3784,80.1962,58.2911,54.3953,40.2575,9.8959,61.1231,89.6231,19.1866,46.3875,38.2361,69.0502,47.9316,53.2466,50.5089,34.3663,71.5056,94.6112,85.1487,92.7205,92.8822,84.8441,93.4086,86.2022,87.8503,79.5546,64.3200,64.4783,47.9209,26.3340,93.0006,93.2061,72.3463
2014/03/31,94.3690,17.5496,93.6679,54.9315,67.0534,62.6762,93.3782,80.1962,58.2911,56.7145,40.0699,9.8959,61.1231,89.6231,20.4224,46.3875,36.8758,69.0502,47.9316,62.0957,50.5089,35.0889,71.7849,94.6112,84.8423,92.8666,92.9292,84.5909,93.2420,86.1256,88.7181,79.5546,64.3200,61.8964,45.7769,26.3340,93.0071,93.0701,72.3463
2014/04/30,94.1281,16.0622,93.3616,54.4821,71.7883,61.4919,93.5557,79.1134,57.1155,56.1451,40.5278,8.1712,63.6453,86.7646,15.3063,58.0636,34.8342,65.1572,35.7686,65.4552,49.4612,35.0938,71.6908,94.2677,84.6065,93.1030,92.6123,84.3926,93.0938,86.5801,88.9461,78.6732,65.0634,63.2845,45.1717,24.4421,92.8896,93.2980,70.5373
2014/05/30,94.1281,16.0622,93.3616,54.4821,71.7883,61.4919,93.5557,79.1134,57.1155,56.1451,40.5278,8.1712,63.6453,86.7646,15.3063,58.0636,34.8342,65.1572,35.7686,65.4552,49.4612,35.0938,71.6908,94.2677,84.6065,93.1030,92.6123,84.3926,93.0938,86.5801,88.9461,78.6732,65.0634,63.2845,45.1717,24.4421,92.8896,93.2980,70.5373
2014/06/30,94.1281,16.0622,93.3616,54.4821,71.7883,61.4919,93.5557,79.1134,57.1155,56.1451,40.5278,8.1712,63.6453,86.7646,15.3063,58.0636,34.8342,65.1572,35.7686,65.4552,49.4612,35.0938,71.6908,94.2677,84.6065,93.1030,92.6123,84.3926,93.0938,86.5801,88.9461,78.6732,65.0634,63.2845,45.1717,24.4421,92.8896,93.2980,70.5373
2014/07/31,94.1281,16.0622,93.3616,54.4821,71.7883,61.4919,93.5557,79.1134,57.1155,56.1451,40.5278,8.1712,63.6453,86.7646,15.3063,58.0636,34.8342,65.1572,38.5511,65.4552,49.4612,35.0938,71.6908,94.2677,84.6065,93.1030,92.6123,84.3926,93.0938,86.5801,88.9461,78.6732,65.0634,63.2845,45.1717,24.4421,92.8896,93.2980,70.5373
2014/08/29,94.3688,18.9980,93.5797,55.0121,73.0860,61.4919,93.5557,79.5557,56.5939,57.2396,43.4552,8.8006,67.5212,86.9228,15.5636,57.0656,33.8681,64.8699,38.5511,69.0353,49.4612,38.9401,71.8442,94.2677,84.6065,92.9723,92.9575,84.3926,93.3042,86.8676,88.5421,79.5232,66.6799,66.7923,45.8803,24.0867,92.8896,93.4938,72.1214
2014/09/30,94.3688,18.9980,93.5797,55.0121,73.0860,61.6091,94.3104,79.5557,56.5939,57.2396,43.4552,8.8006,67.5212,86.9228,15.5636,57.0656,33.8681,64.8699,38.5511,69.0353,57.1121,38.9401,71.8442,94.3454,84.7235,92.9723,92.9575,84.9404,93.3042,86.8676,88.5421,79.5232,66.6799,66.7923,45.8803,24.0867,93.0059,93.4938,72.1214
2014/10/31,94.0733,17.4309,93.6115,54.7173,74.8204,60.8625,93.5969,80.3239,55.5821,55.7643,44.6874,9.0872,66.6781,83.7636,14.1688,58.7754,32.6541,61.5512,39.0410,71.5382,53.2685,38.1426,70.8926,94.0705,83.9855,92.6977,92.6300,84.1842,92.8918,86.4258,87.8668,79.8881,77.3472,66.9356,45.0965,27.4463,92.7809,93.2184,71.9533
2014/11/28,94.0733,17.4309,93.6115,54.7173,74.8204,60.8625,93.5969,80.3239,55.5821,55.7643,44.6874,9.0872,66.6781,83.7636,14.1688,58.7754,32.6541,61.5512,39.0410,71.5382,53.2685,38.1426,70.8926,94.0705,83.9855,92.6977,92.6300,84.1842,92.8918,86.4258,87.8668,79.8881,77.3472,66.9356,45.0965,27.4463,92.7809,93.2184,71.9533
2014/12/31,94.0733,17.4309,93.6115,54.7173,74.8204,60.8625,93.5969,80.3239,55.5821,55.7643,44.6874,9.0872,66.6781,83.7636,14.1688,58.7754,32.6541,61.5512,39.0410,71.5382,53.2685,38.1426,70.8926,94.0705,83.9855,92.6977,92.6300,84.1842,92.8918,86.4258,87.8668,79.8881,77.3472,66.9356,45.0965,27.4463,92.7809,93.2184,71.9533
2015/01/30,94.0733,17.4309,93.6115,54.7173,74.8204,60.8625,93.5969,80.3239,55.5821,55.7643,44.6874,9.0872,66.6781,83.7636,14.1688,58.7754,32.6541,61.5512,39.0410,71.5382,53.2685,38.1426,70.8926,94.0705,83.9855,92.6977,92.6300,84.1842,92.8918,86.4258,87.8668,79.8881,77.3472,66.9356,45.0965,27.4463,92.7809,93.2184,71.9533
2015/02/27,94.0733,17.4309,93.6115,54.7173,74.8204,60.8625,93.5969,80.3239,55.5821,55.7643,44.6874,9.0872,66.6781,83.7636,14.1688,58.7754,32.6541,61.5512,39.0410,71.5382,53.2685,38.1426,70.8926,94.0705,83.9855,92.6977,92.6300,84.1842,92.8918,86.4258,87.8668,79.8881,77.3472,66.9356,45.0965,27.4463,92.7809,93.2184,71.9533
2015/03/31,93.7252,18.2046,93.8294,55.4148,78.9145,60.8625,93.3417,77.8896,57.9021,55.7643,45.9394,8.7707,68.0572,84.7353,14.1688,56.2968,31.9226,61.1767,32.6567,79.5066,53.2685,33.2276,71.6319,94.0705,83.3241,91.1677,92.4444,84.0328,92.5410,85.5539,87.2102,79.8881,84.5921,65.7811,45.2160,27.4463,92.5206,92.2405,71.9533
2015/04/30,93.2150,17.4918,93.4829,46.0984,81.3266,60.8747,93.2345,77.8667,56.9617,56.6224,43.5578,9.1921,68.2703,84.7444,12.8530,56.8063,30.1026,60.2618,31.2835,81.1376,50.5635,33.5446,70.8467,93.8764,82.6960,90.9519,92.5634,82.9898,92.4228,85.6034,86.7021,76.6163,88.0135,65.7082,44.7766,25.7252,92.4681,92.0593,69.5653
2015/05/29,93.2150,17.4918,93.4829,46.0984,81.3266,60.8747,93.2345,77.8667,56.9617,56.6224,43.5578,9.1921,68.2703,84.7444,12.8530,56.8063,30.1026,60.2618,31.2835,81.1376,50.5635,33.5446,70.8467,93.8764,82.6960,90.9519,92.5634,82.9898,92.4228,85.6034,86.7021,76.6163,88.0135,65.7082,44.7766,25.7252,92.4681,92.0593,69.5653
2015/06/30,93.2150,17.4918,93.4829,46.0984,81.3266,60.8747,93.2345,77.8667,56.9617,56.6224,43.5578,9.1921,68.2703,84.7444,12.8530,56.8063,30.1026,60.2618,31.2835,81.1376,50.5635,33.5446,70.8467,93.8764,82.6960,90.9519,92.5634,82.9898,92.4228,85.6034,86.7021,76.6163,88.0135,65.7082,44.7766,25.7252,92.4681,92.0593,69.5653
2015/07/31,93.2150,17.4918,93.4829,46.0984,81.3266,60.8747,93.2345,77.8667,56.9617,56.6224,43.5578,9.1921,68.6629,84.7444,12.8530,56.8063,30.1026,60.2618,31.2835,81.1376,50.5635,33.5446,70.8467,93.8764,82.6960,90.9519,92.5634,82.9898,92.4228,85.6034,86.7021,76.6163,88.0135,65.7082,44.7766,25.7252,92.4681,92.0593,69.5653
2015/08/31,93.7226,19.3865,93.2967,46.3791,82.8821,59.5591,93.6238,77.4653,56.9460,59.7313,45.3520,9.3099,68.6629,86.5889,11.9937,58.0131,32.1333,55.3033,29.6446,82.2976,51.5762,35.7350,70.3523,94.3146,82.8898,91.2679,93.0948,82.7026,92.8018,85.6459,86.7914,77.8913,86.5984,64.5754,44.5330,28.6122,92.7963,92.2254,70.4758
