日期,浦发银行,上海机场,民生银行,中国石化,中信证券,三一重工,招商银行,保利地产,中国联通,上汽集团,复星医药,恒瑞医药,万华化学,华夏幸福,贵州茅台,山东黄金,海螺水泥,海尔智家,三安光电,海通证券,伊利股份,中国神华,中国国航,兴业银行,中国铁建,中国平安,交通银行,中国中铁,工商银行,中国太保,中国人寿,中国建筑,华泰证券,#NAME?,中国石油,中国国旅,建设银行,中国银行,中国重工
2012/05/31,5.6176,16.6770,5.8509,9.0583,12.5555,12.9065,6.4571,12.7453,51.1639,8.1267,15.9722,34.9485,17.9949,11.1293,24.9500,23.5170,8.9396,11.7742,21.4022,33.7583,17.3115,11.3604,13.3300,5.0323,7.5080,16.8115,5.3491,9.9013,6.8305,33.0529,30.7844,7.2569,41.7784,17.0544,12.7987,26.4269,6.4669,6.6335,19.6156
2012/06/29,5.2076,16.2683,5.5019,8.5430,11.5161,12.0253,6.0473,12.7154,46.4219,7.3874,15.7281,38.4139,15.8988,11.6106,25.2103,22.5094,7.3931,11.3202,20.2985,31.1094,15.8554,9.8186,13.1167,4.9002,7.4577,18.3566,5.2678,9.2197,6.3936,34.5809,32.3581,7.2137,37.4294,15.7745,12.2569,27.4988,6.0492,6.1738,17.2551
2012/07/31,4.9066,16.0129,5.5203,8.2040,11.3589,10.2889,5.4936,13.1420,44.4252,6.6172,16.7045,38.3336,15.6011,11.1293,25.9788,22.9618,7.2086,10.7986,19.4484,31.6977,14.4840,9.6832,12.9035,4.7114,7.8432,17.7546,5.0822,9.0762,6.0699,33.8169,33.1538,6.7385,33.4370,14.4254,11.9996,27.4403,5.7179,5.9768,15.3932
2012/08/31,4.4923,15.0859,5.1231,9.5077,9.5000,9.5237,5.3169,10.7523,47.2671,5.5793,20.8390,38.4330,14.7648,5.6340,21.0244,21.1215,8.0923,9.3058,22.8247,27.3587,18.3296,8.8632,13.9418,4.3714,7.0823,14.8736,5.7881,7.9468,6.0124,32.7587,33.6117,6.4094,28.2162,14.7326,12.4991,25.9117,5.5006,6.0032,17.7556
2012/09/28,4.3565,14.8594,4.8485,9.4289,10.9594,9.2632,5.3591,12.2949,46.1417,6.6558,20.3442,38.7913,16.2695,6.0011,23.5157,26.2806,9.9473,10.0895,23.4371,31.7308,19.4046,9.5078,14.3451,4.2648,7.6322,16.0566,5.7077,8.1407,5.9022,33.8808,35.6088,6.4940,31.7762,15.1757,12.4566,26.9989,5.4458,5.8304,17.5341
2012/10/31,4.1815,14.2898,4.8314,10.0756,9.8635,9.9521,5.1137,11.5184,40.9195,6.1964,19.1456,36.8200,15.0732,10.8272,20.3568,25.8301,13.4987,9.5448,19.3288,30.3059,19.7314,9.6932,16.9436,4.0460,7.7834,14.5975,5.5143,7.8686,5.8011,34.8077,54.2662,6.2405,28.8491,15.8227,13.6361,29.5390,5.4795,5.6768,16.4996
2012/11/30,4.1536,14.0524,5.0481,9.7360,9.0664,9.0322,5.0833,11.8916,36.5394,6.7271,17.3590,34.1366,14.3025,11.3896,17.7783,25.6354,13.4987,9.3767,18.1225,26.9348,18.0849,9.1580,15.6042,4.1308,8.3571,13.7247,5.5274,8.3042,5.8922,34.3661,55.1728,6.4047,23.6463,16.9200,13.3062,25.0848,5.5326,5.7392,14.8092
2012/12/31,5.5233,15.5638,6.3081,11.1916,12.1006,11.7363,6.9756,14.0999,40.3432,8.4340,19.7287,36.8813,17.1872,14.7018,17.2030,26.5395,15.1124,11.2588,19.4139,34.9029,19.9952,10.6836,20.0913,5.4457,9.1013,17.0392,6.4551,8.8268,6.3022,46.0260,66.8950,8.0059,30.5314,17.5571,14.2017,26.6084,6.1031,6.0719,17.5285
2013/01/31,6.2686,16.6131,7.7872,11.4341,39.3036,12.7559,7.2546,11.2277,41.4959,8.0706,20.5938,40.0058,18.2662,13.5248,14.7240,25.9831,16.4066,11.7764,17.3846,37.7160,27.2751,10.3464,19.9573,7.2898,9.0393,18.1416,7.0562,9.2333,6.6876,44.2872,64.4255,7.4927,36.8509,17.1678,14.5473,27.0839,6.5940,6.4877,18.1532
2013/02/28,6.0393,16.5007,7.8250,12.0761,37.9313,13.1055,6.7473,10.8879,41.0348,8.0515,21.8163,40.3733,19.0259,13.3946,14.4030,24.5504,15.8823,11.1184,18.9882,39.6494,29.3511,9.6721,18.8623,7.2715,8.7602,17.7089,6.5727,8.9139,6.3988,41.3620,59.0802,7.9854,39.0289,16.9554,14.2174,28.3939,6.2490,6.2590,19.9171
2013/03/29,5.5274,16.4047,7.2796,10.4357,31.6409,11.1602,6.0193,9.7111,31.5965,7.8634,17.3344,41.1820,16.7454,12.0498,13.1730,22.8813,14.3245,10.4968,24.2617,32.0890,33.7266,9.0891,14.7030,6.3310,7.3773,16.4916,5.9921,8.1090,5.9361,32.6460,43.8242,6.9179,33.3731,14.0803,13.7913,29.2714,5.9274,5.8459,18.0430
2013/04/26,5.3910,15.3932,7.0687,9.0743,31.4589,10.8490,5.7906,9.6112,28.3872,7.6973,16.5976,33.8915,15.1756,10.1226,12.9654,21.4824,15.4746,10.2560,26.3000,30.1511,31.1290,8.5508,13.8038,6.1662,7.4792,15.7178,5.7117,8.0801,5.9365,25.5644,30.5367,6.5585,30.6487,13.7016,13.8342,26.9783,6.0180,5.6228,18.3192
2013/05/31,5.5491,16.0562,7.5294,9.0878,32.9026,15.8002,6.2809,10.3053,29.8980,8.0744,17.6465,34.8478,14.3756,13.2972,14.6875,21.4824,14.8507,10.1440,35.4901,34.0924,29.1428,8.5678,14.0150,6.2953,7.1147,14.6667,5.8104,7.6662,5.9425,25.3600,30.3181,6.7540,33.2875,16.1968,13.8995,24.3944,5.9631,5.7795,19.7620
2013/06/28,4.3884,14.0315,6.1689,7.3268,25.6585,12.8419,5.3651,8.1897,24.8090,6.8243,14.8542,32.2414,13.0777,12.8167,14.3350,21.4824,11.7575,8.7280,36.6856,26.4069,35.3116,7.0869,11.1908,5.0152,5.8249,12.8708,5.0208,6.5633,5.7151,21.7079,24.9432,5.8583,25.6253,13.2520,12.4149,22.0259,5.1556,5.3093,19.7620
2013/07/31,4.1658,14.5024,5.9602,7.6774,28.6194,11.7475,4.9026,7.7992,25.0475,6.3232,16.2007,40.9134,11.6944,12.7933,12.5563,14.3684,12.7066,9.0720,36.9844,27.5524,39.3629,6.6936,10.1351,4.6145,6.7403,11.8785,4.6384,7.5048,5.5303,22.2666,24.1597,5.7508,27.1514,14.7612,13.1816,25.1794,5.3295,5.2113,19.4996
2013/08/30,4.6097,17.8781,6.1788,7.4268,29.6501,12.3460,4.7752,7.9833,23.0386,6.7180,13.5109,37.4646,12.5734,14.1570,12.5771,16.4745,12.4387,9.7565,34.8135,30.3286,39.8071,7.0981,10.8494,5.1545,6.4352,11.4977,4.7108,7.1551,5.3746,19.8371,22.2281,5.5502,26.6942,15.5429,12.0607,29.3297,5.1428,4.9797,19.4996
2013/09/30,5.1737,16.9590,6.5414,7.4773,33.0372,18.0291,5.5634,7.5551,23.3230,6.9598,16.2482,42.5675,12.1041,12.4951,10.4076,18.2057,12.2744,10.1212,36.3170,32.7644,33.8863,7.1366,10.5618,5.4215,6.0671,11.7748,5.1412,6.7788,5.3194,20.1467,22.1480,5.5675,27.8469,15.1932,12.0761,32.5809,5.2033,5.2240,36.3627
2013/10/31,5.0871,15.2657,6.0418,7.1867,26.0386,19.3896,5.4193,7.3548,21.9771,6.9901,20.7569,35.9698,12.4381,12.3876,10.0492,19.9322,10.5418,10.5574,33.1975,26.1920,29.3126,7.2581,10.8010,5.4017,6.0563,10.6751,4.9733,6.5231,5.1813,15.4966,14.5037,5.3582,22.9442,18.3295,11.6033,25.9494,5.0600,5.1357,33.2666
2013/11/29,4.9197,15.5545,5.7923,7.6170,28.3458,19.5807,5.5051,6.8831,21.9771,7.4971,20.9497,38.4435,14.1255,11.0698,10.5200,19.1373,12.2020,11.7063,39.1724,26.3939,29.0204,7.5113,11.4864,4.9148,6.3888,12.0493,4.9140,6.7968,5.1542,17.6936,16.2624,5.3257,24.2877,20.5501,11.7069,25.2202,5.1783,5.1175,36.5580
2013/12/31,4.6439,14.7706,5.2057,7.1389,28.0162,17.5325,5.4950,6.3804,20.5077,6.8926,23.6000,43.0957,14.7378,10.6639,9.5486,16.7233,11.5871,13.3788,39.6038,25.4064,27.8516,7.0271,10.8284,4.6576,5.5694,12.0986,4.5579,6.1125,4.8558,16.7534,15.6520,5.0984,23.6028,18.8564,11.4109,25.1985,4.8945,4.7715,32.9727
2014/01/30,4.1769,13.7701,4.9494,7.1071,24.5291,16.2217,5.2275,5.1497,19.1661,6.3272,21.6623,42.5170,14.0828,10.3318,9.8327,15.9865,10.8424,14.5314,42.1493,24.5565,25.2645,6.1476,10.2253,4.2947,4.8806,11.3477,4.4867,5.4967,4.6360,14.8005,14.1934,4.8548,22.2412,15.9583,11.1593,24.2960,4.6581,4.5747,35.1589
2014/02/28,4.0585,13.2018,5.0776,8.5572,22.9404,15.7028,4.8351,4.4737,18.8395,6.1907,26.2482,40.9738,12.4737,9.6465,11.1581,18.2744,10.2958,12.5212,39.9076,22.8860,25.0294,6.1299,10.1157,4.1890,4.7738,11.1622,4.4985,5.4283,4.5408,14.5473,14.3279,4.5788,21.0844,15.6949,11.3813,27.3935,4.5635,4.5747,35.2266
2014/03/31,4.4307,12.9331,5.1394,8.7278,22.1224,15.1839,4.7863,5.0437,18.8395,6.1565,22.1776,37.9896,12.4381,14.6754,10.6104,16.2289,9.2313,10.6625,40.1548,21.9485,25.5354,6.0220,13.5634,4.3728,5.0091,10.5609,4.5062,5.6802,4.6156,15.4605,15.3279,4.7249,19.9277,15.0367,10.7346,24.0072,4.6588,4.6112,31.7040
2014/04/30,4.2651,13.0154,5.0807,9.0450,22.4922,18.4910,4.7134,5.0371,17.2447,6.2571,20.9365,35.1162,12.2711,11.7316,11.1617,35.3468,8.2789,9.6803,34.6541,23.5126,20.0282,6.2827,13.6940,4.4444,5.0298,9.8143,4.3540,5.5041,4.5237,14.4239,17.5526,4.1947,19.1998,14.3401,10.7686,24.0010,4.4827,4.4710,27.3299
2014/05/30,4.1778,13.1138,4.8096,9.1891,22.3539,18.3851,4.7698,4.9645,17.4616,6.2916,21.8992,37.5158,12.5542,12.3457,10.4357,34.0475,7.9429,9.4911,32.9633,23.2360,18.3277,6.3313,13.5699,4.2958,5.1334,9.9999,4.4713,5.6137,4.6815,14.8395,18.0556,4.2227,18.5133,14.2055,10.8832,23.3044,4.5620,4.5913,27.2074
2014/06/30,3.9508,12.6908,4.8109,9.4954,22.6304,17.7852,4.8121,4.9052,17.5158,6.5932,22.3418,38.4077,11.2951,11.6208,10.6371,34.0915,7.6555,9.3083,33.8593,23.0096,17.8797,6.4286,13.6113,4.3832,5.3061,9.8645,4.5535,5.6576,4.4580,15.7327,17.5526,3.9430,17.8030,15.1480,10.7973,24.2283,4.6752,4.3850,29.5359
2014/07/31,4.2782,13.4778,5.1518,9.4053,20.1079,19.9025,5.2021,5.9436,19.1427,7.0199,20.7262,38.4786,12.9491,12.7012,12.0074,36.4480,8.7513,11.3840,26.8850,22.6516,21.4912,6.7955,14.9352,4.8377,5.8471,11.1884,5.3985,6.3593,4.7344,17.7490,19.5387,4.3905,20.2651,17.4707,11.4846,24.7563,4.6978,4.6601,31.1905
2014/08/29,3.9973,13.0107,4.7455,9.3346,19.6963,19.3732,4.9625,5.4386,18.8175,6.9364,21.5727,37.5418,13.0693,10.4349,11.9521,49.9445,7.5377,10.4661,28.1983,22.1610,21.5074,6.9173,17.4685,4.5099,5.8586,10.6447,4.8436,6.1619,4.4635,16.3789,15.6758,4.0214,19.5355,14.9081,10.9249,27.2878,4.5507,4.5126,31.4746
2014/09/30,4.1155,14.4500,4.7304,8.9464,20.3534,27.4677,4.6850,5.3332,19.4701,7.4076,22.2746,41.1130,13.5711,10.2800,12.2467,49.9445,7.4984,10.3742,29.8207,23.2894,21.2090,7.1565,19.5236,4.3174,6.0565,10.3542,4.9592,6.7020,4.5538,16.5236,16.2941,4.3416,21.2606,15.3157,10.7865,27.5717,4.5102,4.5462,40.8050
2014/10/31,4.1449,15.0785,4.7924,9.2214,18.4775,29.9922,4.6921,5.0670,18.4933,7.2355,20.2685,40.9853,14.5352,10.2493,12.1227,40.1902,7.5033,10.1663,27.0705,19.2672,17.3804,7.2367,23.9519,4.4580,7.3417,9.3254,5.0299,8.6525,4.6348,17.8470,15.9544,4.3718,19.5371,14.2874,11.0098,27.0325,4.5740,4.6635,43.8928
2014/11/28,5.0390,16.8422,5.4547,9.4314,24.0332,32.9513,5.2787,6.3246,20.0217,8.0133,21.2297,37.5339,14.5270,14.1321,12.0577,44.2213,7.9257,10.5230,25.4993,26.1846,17.7716,7.6379,30.4547,4.9834,9.9256,10.7633,6.0906,10.6379,5.1160,21.5558,22.3124,5.2512,31.4423,14.2874,11.4732,30.1508,5.1431,5.5463,45.7805
2014/12/31,6.3759,19.0128,8.1235,11.3562,47.2032,50.0539,7.2077,9.5045,25.2182,8.6980,22.0446,39.4385,17.7552,17.3811,14.6713,48.2039,9.6153,11.4751,25.6799,43.5686,20.7420,9.6919,42.4848,6.7732,17.3697,17.4183,7.7558,19.4367,6.1671,28.8661,33.7155,9.1456,45.6613,15.7161,15.1806,31.8282,7.3644,6.9371,67.4664
2015/01/30,5.7404,19.7590,7.0707,10.6854,27.1741,40.8255,6.2301,9.2303,23.0275,9.1760,23.3714,42.8664,17.7063,18.7844,13.7088,62.2887,8.6137,12.3345,30.7003,24.9166,19.7785,9.0996,41.6720,5.8522,14.9339,17.3503,7.1057,17.0123,5.7816,29.8581,35.6209,7.3868,39.3542,30.9396,16.3462,30.9293,6.4015,7.5695,63.5107
2015/02/27,5.7642,19.4026,7.0926,11.4636,28.8029,42.7314,6.6307,8.9782,28.7844,9.8688,23.6616,42.4978,17.8367,19.2628,14.7820,62.2159,8.8533,12.6374,31.1337,27.2866,20.4595,10.1012,42.8099,5.7592,15.5599,17.5982,6.9346,17.9319,5.8806,30.7518,36.9833,8.0526,42.8809,29.8557,16.0372,33.8698,6.2264,7.1107,65.6350
2015/03/31,6.2633,22.1980,7.4538,16.3624,31.8928,50.8062,7.0232,10.1088,29.1193,10.0713,27.1191,45.7790,21.5575,20.7096,15.1619,45.8508,11.0103,15.7680,34.7918,29.0999,22.3504,10.8562,32.6220,7.4255,20.2195,18.2062,7.2064,25.9670,6.2801,27.8036,32.5109,9.6355,37.5848,44.1231,20.0315,34.4808,6.6939,7.6029,73.5464
2015/04/30,7.0947,24.0542,8.0343,27.5857,27.3436,-915.3668,7.8972,12.6741,51.3113,10.4596,28.4463,51.2983,25.0361,22.7124,17.9857,68.8574,12.3096,16.1814,33.2910,25.8650,25.6088,14.0609,31.8282,7.6147,27.0684,16.7313,7.7710,42.7644,6.9651,24.7656,28.8762,13.8742,28.5138,79.3460,30.9919,31.6595,7.4767,8.3779,138.5917
2015/05/29,6.6903,26.1088,7.5804,24.4942,24.1683,-1148.1768,7.8322,10.2273,46.2448,9.2897,35.2192,56.4626,27.2615,19.4877,18.8128,60.6192,13.2417,17.5184,45.3120,25.8351,28.3060,12.7298,27.2918,7.0576,22.2374,16.1236,7.6587,35.9414,6.5273,22.9235,26.7519,11.8504,28.6019,86.2486,27.5895,31.6595,6.9528,7.4951,168.1947
2015/06/30,6.6589,27.5975,8.0152,23.9846,23.5531,-854.5187,8.1139,9.6856,39.5075,8.7551,29.9249,52.1003,24.4595,22.2915,18.3721,52.4446,11.1081,18.1033,47.1498,23.6501,26.5500,12.9093,37.4622,6.7673,16.7423,15.4631,9.2534,27.4728,6.7977,21.4654,23.7626,10.5775,28.9590,90.8550,26.2239,40.8689,7.7823,8.4645,140.8761
2015/07/31,5.9168,24.6027,7.3298,20.3835,12.7662,-671.0926,7.4984,7.3931,33.3631,7.4612,26.7194,52.5565,21.8732,21.6912,16.2232,37.1147,9.6633,13.3462,39.9643,13.1555,24.2462,12.5360,28.6576,6.0964,19.4181,12.5947,7.6812,28.2810,6.2183,17.7243,21.4258,8.8591,14.3223,76.1084,25.6684,38.2183,6.5926,7.7029,126.5030
2015/08/31,5.7808,22.2687,6.8339,14.8243,9.2542,-161.4653,7.3595,6.7771,34.1657,6.6773,21.5979,47.8136,19.7678,15.9404,15.3311,44.2528,9.8077,12.1900,30.5674,9.3239,21.8749,11.4379,13.9775,5.6283,16.0408,10.5336,7.1242,23.8454,5.3963,13.2222,15.8756,7.5100,10.7935,45.6418,25.3853,31.7059,5.6428,6.6602,203.4002
