日期,浦发银行,上海机场,民生银行,中国石化,中信证券,三一重工,招商银行,保利地产,中国联通,上汽集团,复星医药,恒瑞医药,万华化学,华夏幸福,贵州茅台,山东黄金,海螺水泥,海尔智家,三安光电,海通证券,伊利股份,中国神华,中国国航,兴业银行,中国铁建,中国平安,交通银行,中国中铁,工商银行,中国太保,中国人寿,中国建筑,华泰证券,中国中车,中国石油,中国国旅,建设银行,中国银行,中国重工
2013/06/28,25.7631,23.8574,26.2167,26.9120,25.4382,24.7698,26.2459,24.9822,24.9149,25.7045,23.8794,24.3028,24.2683,24.0801,26.0202,24.5459,24.9846,24.1047,24.0683,25.2220,24.8717,26.5431,24.7393,25.9576,24.6710,26.3406,26.4345,24.6740,27.9715,25.6956,26.6815,25.3093,24.5329,24.6291,27.9623,23.9696,27.6679,27.3520,24.9174
2013/07/31,25.7111,23.8904,26.1823,26.9588,25.4883,24.6807,26.1557,25.0101,24.9245,25.6282,23.9662,24.5410,24.2481,24.1020,25.8877,24.1437,25.0622,24.1433,24.0764,25.3367,24.9803,26.4861,24.6402,25.8743,24.8170,26.2604,26.3553,24.8080,27.9386,25.7210,26.6496,25.2907,24.5908,24.7369,28.0223,24.1034,27.7011,27.3333,24.9041
2013/08/30,25.8454,24.1487,26.2690,26.9656,25.5233,24.7304,26.1614,25.0343,24.9527,25.6930,23.9766,24.4970,24.3206,24.2031,25.8893,24.2805,25.1082,24.2676,24.0585,25.4327,24.9916,26.5217,24.7178,26.0332,24.7706,26.3435,26.4021,24.7603,27.9412,25.7781,26.6939,25.2907,24.6208,24.7344,27.9908,24.3187,27.6917,27.3296,24.9041
2013/09/30,25.9608,24.0959,26.3260,26.9724,25.6315,24.7711,26.3141,24.9792,24.9649,25.7284,24.1611,24.6247,24.2825,24.0782,25.6729,24.1748,25.0949,24.3043,24.1008,25.5100,25.2372,26.5271,24.6910,26.0837,24.8251,26.3673,26.4895,24.7715,27.9309,25.7935,26.6903,25.2938,24.6631,24.7117,27.9921,24.4235,27.7034,27.3775,25.2172
2013/10/31,25.9844,24.0738,26.2612,26.9880,25.5950,24.7137,26.3249,24.9410,25.0126,25.7865,24.3766,24.4872,24.3549,24.1601,25.6668,24.0994,25.1272,24.4578,24.1247,25.4405,25.1544,26.5071,24.6659,26.1352,24.8652,26.3982,26.4636,24.8328,27.9231,25.7688,26.7054,25.3184,24.6105,24.9312,27.9921,24.2811,27.6987,27.3917,25.1762
2013/11/29,25.9509,24.0926,26.2191,27.0462,25.6799,24.7235,26.3406,24.8747,25.0126,25.8566,24.3858,24.5537,24.4822,24.0476,25.7126,24.0587,25.2734,24.5611,24.2902,25.4481,25.1444,26.5414,24.7274,26.0407,24.9186,26.5193,26.4516,24.8739,27.9178,25.9014,26.8198,25.3123,24.6674,25.0456,28.0010,24.2526,27.7218,27.3882,25.2706
2013/12/31,25.8932,24.0409,26.1123,26.9813,25.6682,24.6130,26.3387,24.7989,24.9434,25.7725,24.5050,24.6680,24.5246,24.0102,25.6157,23.9239,25.2217,24.6946,24.3011,25.4100,25.1033,26.4747,24.6684,25.9869,24.7813,26.5234,26.3763,24.7678,27.8582,25.8467,26.7816,25.2687,24.6388,24.9596,27.9754,24.2517,27.6655,27.3182,25.1674
2014/01/30,25.8652,23.9707,26.0618,26.9769,25.5720,24.5353,26.2888,24.7390,24.8757,25.6869,24.4193,24.6545,24.4791,23.9786,25.6451,23.8788,25.1553,24.7773,24.3634,25.3146,25.0058,26.3410,24.6111,25.9058,24.6493,26.4593,26.3606,24.6616,27.8119,25.7228,26.6837,25.2197,24.5814,24.7927,27.9531,24.2152,27.6160,27.2761,25.2316
2014/02/28,25.8365,23.9310,26.0874,27.1625,25.5050,24.5028,26.2465,24.5982,24.8955,25.6651,24.6113,24.6175,24.3578,23.9100,25.7715,24.0126,25.1035,24.6284,24.3088,25.2442,24.9964,26.3381,24.6003,25.8809,24.6272,26.4428,26.3632,24.6491,27.7911,25.7056,26.6932,25.1612,24.5280,24.7761,27.9728,24.3352,27.5954,27.2761,25.2335
2014/03/31,25.9235,23.9105,26.1045,27.0971,25.4769,24.4692,26.2353,24.7182,24.8955,25.7518,24.5289,24.5419,24.3549,24.3296,25.8022,23.8939,25.1845,24.5117,24.3149,25.2070,25.0164,26.3403,24.5302,25.9239,24.6710,26.4181,26.3606,24.6983,27.8235,25.6874,26.6624,25.1926,24.4715,24.8544,27.9610,24.2033,27.6311,27.3074,25.1281
2014/04/30,25.9286,23.9617,26.1315,27.0971,25.5554,24.4099,26.2565,24.7221,24.9340,25.7990,24.5014,24.5380,24.2960,24.2382,25.8599,23.8518,25.2241,24.4553,24.3676,25.2188,25.0513,26.3674,24.4917,25.9899,24.7107,26.4593,26.3419,24.7023,27.8206,25.7191,26.6757,25.2231,24.5391,24.7974,27.9504,24.1875,27.6210,27.3113,25.0824
2014/05/30,25.9079,23.9692,26.0767,27.1129,25.5493,24.4042,26.2684,24.7076,24.9465,25.8045,24.5464,24.6041,24.3188,24.2892,25.7926,23.8143,25.1826,24.4356,24.3176,25.2070,24.9625,26.3751,24.4826,25.9559,24.7311,26.4780,26.3685,24.7220,27.8549,25.7475,26.7039,25.2297,24.5027,24.7880,27.9610,24.1581,27.6385,27.3379,25.0779
2014/06/30,25.8521,23.9364,26.0770,27.1457,25.5616,24.3710,26.2772,24.6956,24.9496,25.8513,24.5664,24.6276,24.2131,24.2287,25.8117,23.8156,25.1458,24.4161,24.3444,25.1972,24.9378,26.3904,24.4856,25.9760,24.7641,26.4644,26.3867,24.7298,27.8060,25.8060,26.6757,25.1612,24.4636,24.8522,27.9531,24.1969,27.6630,27.2919,25.1600
2014/07/31,25.9317,23.9966,26.1454,27.1362,25.6999,24.4835,26.3551,24.8876,25.0384,25.9140,24.4913,24.6294,24.3498,24.3176,25.9329,23.8825,25.2795,24.6174,24.2292,25.2900,25.1218,26.4459,24.5784,26.0747,24.8612,26.5904,26.5569,24.8467,27.8661,25.9266,26.7829,25.2687,24.5931,24.9949,28.0148,24.2185,27.6679,27.3527,25.2145
2014/08/29,25.8974,23.9863,26.0850,27.1939,25.6791,24.4565,26.3080,24.8294,25.0184,25.9526,24.4757,24.6533,24.3081,24.2461,25.9201,23.8825,25.2398,24.6006,24.2769,25.2679,25.1225,26.4242,24.5673,26.0045,24.8632,26.5417,26.4636,24.8152,27.8265,25.8843,26.7703,25.2687,24.5719,24.9813,27.9985,24.3230,27.6361,27.3416,25.2086
2014/09/30,25.9266,24.0913,26.0818,27.1514,25.7120,24.5200,26.2917,24.8098,25.0525,26.0183,24.5078,24.7442,24.3457,24.2311,25.9444,23.8825,25.2346,24.5918,24.3328,25.3175,25.0974,26.4582,24.6785,25.9948,24.8903,26.5140,26.4872,24.9230,27.8465,25.8931,26.8089,25.3453,24.6565,25.0083,27.9857,24.3334,27.6484,27.3490,25.4682
2014/10/31,25.9717,24.1239,26.1133,27.1457,25.7082,24.5420,26.3304,24.8487,25.0663,26.0060,24.5265,24.7937,24.3753,24.2500,25.9103,23.8825,25.2375,24.6370,24.3032,25.3481,25.0207,26.4315,24.7809,26.0555,25.1000,26.5534,26.5147,25.2027,27.8830,25.9216,26.8474,25.3715,24.7945,25.1060,27.9921,24.3291,27.6751,27.3860,25.4239
2014/11/28,26.1670,24.2345,26.2428,27.1682,25.9711,24.6361,26.4482,25.0704,25.1457,26.1082,24.5728,24.7057,24.3748,24.5712,25.9049,23.9781,25.2923,24.6715,24.2434,25.6548,25.0430,26.4854,25.0210,26.1670,25.4015,26.6968,26.7061,25.4092,27.9818,26.1104,27.1828,25.5548,25.2704,25.1060,28.0333,24.4383,27.7923,27.5594,25.4660
2014/12/31,26.4023,24.3558,26.6410,27.3540,26.6461,25.0542,26.7597,25.4777,25.3765,26.1901,24.6105,24.7552,24.5754,24.7781,26.1011,24.0643,25.4855,24.7581,24.2505,26.1640,25.1976,26.7236,25.3540,26.4738,25.9611,27.1782,26.9478,26.0120,28.1686,26.4024,27.5956,26.1096,25.6435,25.2013,28.3133,24.4925,28.1513,27.7831,25.8538
2015/01/30,26.3214,24.3943,26.5022,27.2931,26.4499,24.8504,26.6139,25.4458,25.2856,26.2436,24.6689,24.8385,24.5727,24.8558,26.0332,24.3206,25.3755,24.8303,24.4291,25.9726,25.1500,26.6605,25.3346,26.3425,25.8101,27.1742,26.8603,25.8788,28.1041,26.4362,27.6506,25.8960,25.4948,25.8787,28.3873,24.5294,28.0112,27.8704,25.7934
2015/02/27,26.3255,24.4285,26.4788,27.3634,26.5081,24.8960,26.6387,25.4181,25.5088,26.3164,24.6813,24.8299,24.5800,24.8809,26.1086,24.3195,25.4029,24.8546,24.4431,26.0635,25.1838,26.6366,25.3616,26.3265,25.8511,27.1884,26.8359,25.9314,28.1210,26.4657,27.6882,25.9823,25.5807,25.8430,28.3682,24.6202,27.9835,27.8078,25.8263
2015/03/31,26.4087,24.5631,26.5285,27.3775,26.6137,25.0691,26.6962,25.5381,25.4764,26.3367,24.7716,24.9629,24.6775,25.0173,26.1340,24.3645,25.5194,25.0890,24.6527,26.1366,25.2722,26.7137,25.5386,26.5806,26.1585,27.2957,26.8856,26.3180,28.1804,26.4508,27.6771,26.1618,25.8509,26.1808,28.3950,24.6381,28.0531,27.8852,25.9401
2015/04/30,26.5436,24.6981,26.6191,27.6140,26.6596,25.0935,26.8534,25.8027,26.0305,26.4193,24.8757,25.1753,24.7033,25.1310,26.3864,24.5552,25.5593,25.1370,24.6914,26.3372,25.4393,26.8363,25.8635,26.6362,26.4655,27.4207,26.9653,26.8411,28.2876,26.4775,27.7040,26.5132,25.8178,26.8045,28.5274,24.6381,28.1690,27.9851,26.3118
2015/05/29,26.4849,24.7801,26.5610,27.4951,26.5362,25.3201,26.8452,25.5882,25.9265,26.3007,25.0892,25.2712,24.7884,24.9779,26.4314,24.4277,25.6323,25.2164,24.9997,26.3360,25.5395,26.7368,25.7097,26.5603,26.2689,27.3838,26.9507,26.6673,28.2227,26.4003,27.6276,26.3556,25.8209,26.8879,28.4111,24.6381,28.0964,27.8737,26.5054
2015/06/30,26.4802,24.8355,26.6167,27.4741,26.5104,25.0247,26.8805,25.5338,25.7691,26.2414,24.9263,25.1908,24.6800,25.1123,26.4076,24.2829,25.4566,25.2493,25.0395,26.2477,25.4754,26.7508,26.0265,26.5183,25.9851,27.3419,27.1399,26.3986,28.2633,26.3345,27.5091,26.2419,25.8333,26.9399,28.3603,24.8934,28.2091,27.9954,26.3282
2015/07/31,26.3620,24.7207,26.5274,27.3114,26.2523,24.7830,26.8016,25.3176,25.6000,26.0815,24.8130,25.1995,24.5183,25.0850,26.2833,23.9371,25.3172,24.9444,24.8741,26.0107,25.3846,26.5473,25.7586,26.4139,26.1334,27.1367,26.9537,26.4276,28.1742,26.1430,27.4056,26.0646,25.6554,26.7628,28.3389,24.8264,28.0432,27.9011,26.2205
2015/08/31,26.3547,24.6846,26.4684,27.1190,25.9306,24.6851,26.7870,25.2267,25.6566,25.9742,24.6773,25.1877,24.4171,24.9431,26.2263,23.9474,25.2966,24.8419,24.6741,25.6631,25.3157,26.4556,25.3411,26.3501,25.9572,27.0399,26.8825,26.3021,28.0320,26.0457,27.3012,25.9377,25.3725,26.6175,28.1234,24.6720,27.8876,27.7588,26.1512
